site,date,treatment,plant,leaf,variable,value
hawley,1999-06-22,1,57,1,Sarraceniopus,0
hawley,1999-06-22,1,57,1,volume ml,2
hawley,1999-06-22,1,57,1,Wyeomyia,0
hawley,1999-06-22,4,60,1,headcap,5
hawley,1999-06-22,4,60,1,volume ml,0
hawley,1999-06-22,1,61,1,Fletcherimyia,1
hawley,1999-06-22,1,61,1,Habrotrocha,21
hawley,1999-06-22,1,61,1,headcap,0
hawley,1999-06-22,1,61,1,Metriocnemus,8
hawley,1999-06-22,1,61,1,other,1
hawley,1999-06-22,1,61,1,rotvol ml,0.25
hawley,1999-06-22,1,61,1,Sarraceniopus,1
hawley,1999-06-22,1,61,1,volume ml,2
hawley,1999-06-22,1,61,1,Wyeomyia,2
hawley,1999-06-22,4,64,1,Fletcherimyia,1
hawley,1999-06-22,4,64,1,Habrotrocha,7
hawley,1999-06-22,4,64,1,headcap,2
hawley,1999-06-22,4,64,1,Metriocnemus,1
hawley,1999-06-22,4,64,1,other,0
hawley,1999-06-22,4,64,1,rotvol ml,0.25
hawley,1999-06-22,4,64,1,Sarraceniopus,0
hawley,1999-06-22,4,64,1,volume ml,2
hawley,1999-06-22,4,64,1,Wyeomyia,0
hawley,1999-06-22,1,65,1,Fletcherimyia,0
hawley,1999-06-22,1,65,1,Habrotrocha,0
hawley,1999-06-22,1,65,1,headcap,1
hawley,1999-06-22,1,65,1,Metriocnemus,2
hawley,1999-06-22,1,65,1,other,0
hawley,1999-06-22,1,65,1,rotvol ml,1
hawley,1999-06-22,1,65,1,Sarraceniopus,0
hawley,1999-06-22,1,65,1,volume ml,30
hawley,1999-06-22,1,65,1,Wyeomyia,0
hawley,1999-06-22,4,68,1,Fletcherimyia,1
hawley,1999-06-22,4,68,1,Habrotrocha,1
hawley,1999-06-22,4,68,1,headcap,2
hawley,1999-06-22,4,68,1,Metriocnemus,0
hawley,1999-06-22,4,68,1,other,0
hawley,1999-06-22,4,68,1,rotvol ml,0.25
hawley,1999-06-22,4,68,1,Sarraceniopus,0
hawley,1999-06-22,4,68,1,volume ml,3
hawley,1999-06-22,4,68,1,Wyeomyia,0
hawley,1999-06-22,1,69,1,Fletcherimyia,1
hawley,1999-06-22,1,69,1,Habrotrocha,0
hawley,1999-06-22,1,69,1,headcap,12
hawley,1999-06-22,1,69,1,Metriocnemus,0
hawley,1999-06-22,1,69,1,other,0
hawley,1999-06-22,1,69,1,rotvol ml,0.25
hawley,1999-06-22,1,69,1,Sarraceniopus,0
hawley,1999-06-22,1,69,1,volume ml,2
hawley,1999-06-22,1,69,1,Wyeomyia,0
hawley,1999-06-22,4,72,1,Fletcherimyia,1
hawley,1999-06-22,4,72,1,Habrotrocha,1
hawley,1999-06-22,4,72,1,headcap,5
hawley,1999-06-22,4,72,1,Metriocnemus,1
hawley,1999-06-22,4,72,1,other,0
hawley,1999-06-22,4,72,1,rotvol ml,0.1
hawley,1999-06-22,4,72,1,Sarraceniopus,1
hawley,1999-06-22,4,72,1,volume ml,2
hawley,1999-06-22,4,72,1,Wyeomyia,0
hawley,1999-06-22,1,73,1,Fletcherimyia,1
hawley,1999-06-22,1,73,1,Habrotrocha,0
hawley,1999-06-22,1,73,1,headcap,0
hawley,1999-06-22,1,73,1,Metriocnemus,0
hawley,1999-06-22,1,73,1,other,0
hawley,1999-06-22,1,73,1,rotvol ml,0.1
hawley,1999-06-22,1,73,1,Sarraceniopus,0
hawley,1999-06-22,1,73,1,volume ml,0.5
hawley,1999-06-22,1,73,1,Wyeomyia,0
hawley,1999-06-22,4,76,1,Fletcherimyia,1
hawley,1999-06-22,4,76,1,Habrotrocha,0
hawley,1999-06-22,4,76,1,headcap,0
hawley,1999-06-22,4,76,1,Metriocnemus,0
hawley,1999-06-22,4,76,1,other,0
hawley,1999-06-22,4,76,1,rotvol ml,0.1
hawley,1999-06-22,4,76,1,Sarraceniopus,1
hawley,1999-06-22,4,76,1,volume ml,0.5
hawley,1999-06-22,4,76,1,Wyeomyia,0
hawley,1999-06-22,1,77,1,Habrotrocha,1
hawley,1999-06-22,1,77,1,headcap,0
hawley,1999-06-22,1,77,1,Metriocnemus,1
hawley,1999-06-22,1,77,1,other,0
hawley,1999-06-22,1,77,1,rotvol ml,0.1
hawley,1999-06-22,1,77,1,Sarraceniopus,3
hawley,1999-06-22,1,77,1,volume ml,1
hawley,1999-06-22,1,77,1,Wyeomyia,0
hawley,1999-06-22,4,80,1,Fletcherimyia,1
hawley,1999-06-22,4,80,1,Habrotrocha,0
hawley,1999-06-22,4,80,1,headcap,0
hawley,1999-06-22,4,80,1,Metriocnemus,0
hawley,1999-06-22,4,80,1,other,0
hawley,1999-06-22,4,80,1,rotvol ml,0.25
hawley,1999-06-22,4,80,1,Sarraceniopus,0
hawley,1999-06-22,4,80,1,volume ml,1
hawley,1999-06-22,4,80,1,Wyeomyia,0
hawley,1999-06-29,1,1,1,Fletcherimyia,0
hawley,1999-06-29,1,1,1,Habrotrocha,1
hawley,1999-06-29,1,1,1,headcap,0
hawley,1999-06-29,1,1,1,Metriocnemus,0
hawley,1999-06-29,1,1,1,other,0
hawley,1999-06-29,1,1,1,rotvol ml,0.5
hawley,1999-06-29,1,1,1,Sarraceniopus,2
hawley,1999-06-29,1,1,1,volume ml,1.5
hawley,1999-06-29,1,1,1,Wyeomyia,0
hawley,1999-06-29,2,2,1,Fletcherimyia,0
hawley,1999-06-29,2,2,1,Habrotrocha,2
hawley,1999-06-29,2,2,1,headcap,2
hawley,1999-06-29,2,2,1,Metriocnemus,0
hawley,1999-06-29,2,2,1,other,0
hawley,1999-06-29,2,2,1,rotvol ml,0.5
hawley,1999-06-29,2,2,1,Sarraceniopus,0
hawley,1999-06-29,2,2,1,volume ml,1
hawley,1999-06-29,2,2,1,Wyeomyia,0
hawley,1999-06-29,4,4,1,Fletcherimyia,0
hawley,1999-06-29,4,4,1,Habrotrocha,1
hawley,1999-06-29,4,4,1,headcap,7
hawley,1999-06-29,4,4,1,Metriocnemus,1
hawley,1999-06-29,4,4,1,other,0
hawley,1999-06-29,4,4,1,rotvol ml,0.5
hawley,1999-06-29,4,4,1,Sarraceniopus,2
hawley,1999-06-29,4,4,1,volume ml,6.5
hawley,1999-06-29,4,4,1,Wyeomyia,0
hawley,1999-06-29,1,5,1,Fletcherimyia,0
hawley,1999-06-29,1,5,1,Habrotrocha,0
hawley,1999-06-29,1,5,1,headcap,5
hawley,1999-06-29,1,5,1,Metriocnemus,1
hawley,1999-06-29,1,5,1,other,0
hawley,1999-06-29,1,5,1,rotvol ml,0.5
hawley,1999-06-29,1,5,1,Sarraceniopus,1
hawley,1999-06-29,1,5,1,volume ml,2
hawley,1999-06-29,1,5,1,Wyeomyia,0
hawley,1999-06-29,2,6,1,Fletcherimyia,0
hawley,1999-06-29,2,6,1,Habrotrocha,1
hawley,1999-06-29,2,6,1,headcap,0
hawley,1999-06-29,2,6,1,Metriocnemus,0
hawley,1999-06-29,2,6,1,other,0
hawley,1999-06-29,2,6,1,rotvol ml,0.5
hawley,1999-06-29,2,6,1,Sarraceniopus,1
hawley,1999-06-29,2,6,1,volume ml,2.5
hawley,1999-06-29,2,6,1,Wyeomyia,0
hawley,1999-06-29,4,8,1,Fletcherimyia,1
hawley,1999-06-29,4,8,1,Habrotrocha,0
hawley,1999-06-29,4,8,1,headcap,2
hawley,1999-06-29,4,8,1,Metriocnemus,2
hawley,1999-06-29,4,8,1,other,0
hawley,1999-06-29,4,8,1,rotvol ml,0.5
hawley,1999-06-29,4,8,1,Sarraceniopus,1
hawley,1999-06-29,4,8,1,volume ml,7
hawley,1999-06-29,4,8,1,Wyeomyia,0
hawley,1999-06-29,1,9,1,Fletcherimyia,1
hawley,1999-06-29,1,9,1,Habrotrocha,4
hawley,1999-06-29,1,9,1,headcap,7
hawley,1999-06-29,1,9,1,Metriocnemus,0
hawley,1999-06-29,1,9,1,other,0
hawley,1999-06-29,1,9,1,rotvol ml,0.5
hawley,1999-06-29,1,9,1,Sarraceniopus,3
hawley,1999-06-29,1,9,1,volume ml,4.6
hawley,1999-06-29,1,9,1,Wyeomyia,0
hawley,1999-06-29,2,10,1,Fletcherimyia,0
hawley,1999-06-29,2,10,1,Habrotrocha,0
hawley,1999-06-29,2,10,1,headcap,0
hawley,1999-06-29,2,10,1,Metriocnemus,0
hawley,1999-06-29,2,10,1,other,0
hawley,1999-06-29,2,10,1,rotvol ml,0.5
hawley,1999-06-29,2,10,1,Sarraceniopus,0
hawley,1999-06-29,2,10,1,volume ml,8.5
hawley,1999-06-29,2,10,1,Wyeomyia,0
hawley,1999-06-29,4,12,1,Fletcherimyia,1
hawley,1999-06-29,4,12,1,Habrotrocha,2
hawley,1999-06-29,4,12,1,headcap,6
hawley,1999-06-29,4,12,1,Metriocnemus,0
hawley,1999-06-29,4,12,1,other,0
hawley,1999-06-29,4,12,1,rotvol ml,0.5
hawley,1999-06-29,4,12,1,Sarraceniopus,1
hawley,1999-06-29,4,12,1,volume ml,5
hawley,1999-06-29,4,12,1,Wyeomyia,0
hawley,1999-06-29,1,13,1,Fletcherimyia,1
hawley,1999-06-29,1,13,1,Habrotrocha,3
hawley,1999-06-29,1,13,1,headcap,8
hawley,1999-06-29,1,13,1,Metriocnemus,1
hawley,1999-06-29,1,13,1,other,0
hawley,1999-06-29,1,13,1,rotvol ml,0.5
hawley,1999-06-29,1,13,1,Sarraceniopus,1
hawley,1999-06-29,1,13,1,volume ml,5.5
hawley,1999-06-29,1,13,1,Wyeomyia,0
hawley,1999-06-29,2,14,1,Fletcherimyia,0
hawley,1999-06-29,2,14,1,Habrotrocha,0
hawley,1999-06-29,2,14,1,headcap,3
hawley,1999-06-29,2,14,1,Metriocnemus,2
hawley,1999-06-29,2,14,1,other,0
hawley,1999-06-29,2,14,1,rotvol ml,0.5
hawley,1999-06-29,2,14,1,Sarraceniopus,0
hawley,1999-06-29,2,14,1,volume ml,4
hawley,1999-06-29,2,14,1,Wyeomyia,0
hawley,1999-06-29,4,16,1,volume ml,0
hawley,1999-06-29,1,17,1,Fletcherimyia,0
hawley,1999-06-29,1,17,1,Habrotrocha,0
hawley,1999-06-29,1,17,1,headcap,2
hawley,1999-06-29,1,17,1,Metriocnemus,4
hawley,1999-06-29,1,17,1,other,0
hawley,1999-06-29,1,17,1,rotvol ml,0.5
hawley,1999-06-29,1,17,1,Sarraceniopus,1
hawley,1999-06-29,1,17,1,volume ml,7.5
hawley,1999-06-29,1,17,1,Wyeomyia,0
hawley,1999-06-29,2,18,1,Fletcherimyia,1
hawley,1999-06-29,2,18,1,Habrotrocha,1
hawley,1999-06-29,2,18,1,headcap,0
hawley,1999-06-29,2,18,1,Metriocnemus,0
hawley,1999-06-29,2,18,1,other,0
hawley,1999-06-29,2,18,1,rotvol ml,0.5
hawley,1999-06-29,2,18,1,Sarraceniopus,0
hawley,1999-06-29,2,18,1,volume ml,5
hawley,1999-06-29,2,18,1,Wyeomyia,0
hawley,1999-06-29,4,20,1,Fletcherimyia,0
hawley,1999-06-29,4,20,1,Habrotrocha,0
hawley,1999-06-29,4,20,1,headcap,1
hawley,1999-06-29,4,20,1,Metriocnemus,0
hawley,1999-06-29,4,20,1,other,0
hawley,1999-06-29,4,20,1,rotvol ml,0.5
hawley,1999-06-29,4,20,1,Sarraceniopus,0
hawley,1999-06-29,4,20,1,volume ml,1.5
hawley,1999-06-29,4,20,1,Wyeomyia,0
hawley,1999-06-29,4,20,2,Fletcherimyia,1
hawley,1999-06-29,4,20,2,Habrotrocha,0
hawley,1999-06-29,4,20,2,headcap,0
hawley,1999-06-29,4,20,2,Metriocnemus,0
hawley,1999-06-29,4,20,2,other,0
hawley,1999-06-29,4,20,2,rotvol ml,0.5
hawley,1999-06-29,4,20,2,Sarraceniopus,0
hawley,1999-06-29,4,20,2,volume ml,2
hawley,1999-06-29,4,20,2,Wyeomyia,0
hawley,1999-06-29,1,21,1,Fletcherimyia,0
hawley,1999-06-29,1,21,1,Habrotrocha,2
hawley,1999-06-29,1,21,1,headcap,0
hawley,1999-06-29,1,21,1,Metriocnemus,1
hawley,1999-06-29,1,21,1,other,0
hawley,1999-06-29,1,21,1,rotvol ml,0.5
hawley,1999-06-29,1,21,1,Sarraceniopus,0
hawley,1999-06-29,1,21,1,volume ml,3
hawley,1999-06-29,1,21,1,Wyeomyia,0
hawley,1999-06-29,4,24,1,Fletcherimyia,0
hawley,1999-06-29,4,24,1,Habrotrocha,0
hawley,1999-06-29,4,24,1,headcap,2
hawley,1999-06-29,4,24,1,Metriocnemus,0
hawley,1999-06-29,4,24,1,other,0
hawley,1999-06-29,4,24,1,rotvol ml,0.5
hawley,1999-06-29,4,24,1,Sarraceniopus,0
hawley,1999-06-29,4,24,1,volume ml,3
hawley,1999-06-29,4,24,1,Wyeomyia,0
hawley,1999-06-29,4,24,2,Fletcherimyia,0
hawley,1999-06-29,4,24,2,Habrotrocha,1
hawley,1999-06-29,4,24,2,headcap,0
hawley,1999-06-29,4,24,2,Metriocnemus,0
hawley,1999-06-29,4,24,2,other,0
hawley,1999-06-29,4,24,2,rotvol ml,0.5
hawley,1999-06-29,4,24,2,Sarraceniopus,0
hawley,1999-06-29,4,24,2,volume ml,5
hawley,1999-06-29,4,24,2,Wyeomyia,0
hawley,1999-06-29,1,25,1,Fletcherimyia,0
hawley,1999-06-29,1,25,1,Habrotrocha,7
hawley,1999-06-29,1,25,1,headcap,4
hawley,1999-06-29,1,25,1,Metriocnemus,0
hawley,1999-06-29,1,25,1,other,0
hawley,1999-06-29,1,25,1,rotvol ml,0.5
hawley,1999-06-29,1,25,1,Sarraceniopus,0
hawley,1999-06-29,1,25,1,volume ml,1.5
hawley,1999-06-29,1,25,1,Wyeomyia,0
hawley,1999-06-29,2,26,1,Fletcherimyia,1
hawley,1999-06-29,2,26,1,Habrotrocha,0
hawley,1999-06-29,2,26,1,headcap,1
hawley,1999-06-29,2,26,1,Metriocnemus,0
hawley,1999-06-29,2,26,1,other,0
hawley,1999-06-29,2,26,1,rotvol ml,0.5
hawley,1999-06-29,2,26,1,Sarraceniopus,0
hawley,1999-06-29,2,26,1,volume ml,8
hawley,1999-06-29,2,26,1,Wyeomyia,0
hawley,1999-06-29,4,28,1,volume ml,0
hawley,1999-06-29,4,28,2,Fletcherimyia,0
hawley,1999-06-29,4,28,2,Habrotrocha,0
hawley,1999-06-29,4,28,2,headcap,0
hawley,1999-06-29,4,28,2,Metriocnemus,0
hawley,1999-06-29,4,28,2,other,0
hawley,1999-06-29,4,28,2,rotvol ml,0.5
hawley,1999-06-29,4,28,2,Sarraceniopus,0
hawley,1999-06-29,4,28,2,volume ml,2
hawley,1999-06-29,4,28,2,Wyeomyia,0
hawley,1999-06-29,1,29,1,Fletcherimyia,0
hawley,1999-06-29,1,29,1,Habrotrocha,0
hawley,1999-06-29,1,29,1,headcap,15
hawley,1999-06-29,1,29,1,Metriocnemus,0
hawley,1999-06-29,1,29,1,other,0
hawley,1999-06-29,1,29,1,rotvol ml,0.5
hawley,1999-06-29,1,29,1,Sarraceniopus,1
hawley,1999-06-29,1,29,1,volume ml,4.5
hawley,1999-06-29,1,29,1,Wyeomyia,0
hawley,1999-06-29,2,30,1,volume ml,0
hawley,1999-06-29,4,32,1,Fletcherimyia,0
hawley,1999-06-29,4,32,1,Habrotrocha,0
hawley,1999-06-29,4,32,1,headcap,11
hawley,1999-06-29,4,32,1,Metriocnemus,2
hawley,1999-06-29,4,32,1,other,0
hawley,1999-06-29,4,32,1,rotvol ml,0.5
hawley,1999-06-29,4,32,1,Sarraceniopus,0
hawley,1999-06-29,4,32,1,volume ml,5
hawley,1999-06-29,4,32,1,Wyeomyia,0
hawley,1999-06-29,4,32,2,Fletcherimyia,0
hawley,1999-06-29,4,32,2,Habrotrocha,0
hawley,1999-06-29,4,32,2,headcap,0
hawley,1999-06-29,4,32,2,Metriocnemus,0
hawley,1999-06-29,4,32,2,other,0
hawley,1999-06-29,4,32,2,rotvol ml,0.5
hawley,1999-06-29,4,32,2,Sarraceniopus,0
hawley,1999-06-29,4,32,2,volume ml,5
hawley,1999-06-29,4,32,2,Wyeomyia,0
hawley,1999-06-29,1,33,1,Fletcherimyia,0
hawley,1999-06-29,1,33,1,Habrotrocha,0
hawley,1999-06-29,1,33,1,headcap,31
hawley,1999-06-29,1,33,1,Metriocnemus,0
hawley,1999-06-29,1,33,1,other,0
hawley,1999-06-29,1,33,1,rotvol ml,0.25
hawley,1999-06-29,1,33,1,Sarraceniopus,0
hawley,1999-06-29,1,33,1,volume ml,2
hawley,1999-06-29,1,33,1,Wyeomyia,0
hawley,1999-06-29,2,34,1,Fletcherimyia,0
hawley,1999-06-29,2,34,1,Habrotrocha,0
hawley,1999-06-29,2,34,1,headcap,0
hawley,1999-06-29,2,34,1,Metriocnemus,0
hawley,1999-06-29,2,34,1,other,0
hawley,1999-06-29,2,34,1,rotvol ml,0.5
hawley,1999-06-29,2,34,1,Sarraceniopus,0
hawley,1999-06-29,2,34,1,volume ml,2
hawley,1999-06-29,2,34,1,Wyeomyia,0
hawley,1999-06-29,4,36,1,Fletcherimyia,0
hawley,1999-06-29,4,36,1,Habrotrocha,0
hawley,1999-06-29,4,36,1,headcap,22
hawley,1999-06-29,4,36,1,Metriocnemus,0
hawley,1999-06-29,4,36,1,other,0
hawley,1999-06-29,4,36,1,rotvol ml,0.25
hawley,1999-06-29,4,36,1,Sarraceniopus,0
hawley,1999-06-29,4,36,1,volume ml,5
hawley,1999-06-29,4,36,1,Wyeomyia,0
hawley,1999-06-29,4,36,2,Fletcherimyia,1
hawley,1999-06-29,4,36,2,Habrotrocha,0
hawley,1999-06-29,4,36,2,headcap,5
hawley,1999-06-29,4,36,2,Metriocnemus,0
hawley,1999-06-29,4,36,2,other,0
hawley,1999-06-29,4,36,2,rotvol ml,0.5
hawley,1999-06-29,4,36,2,Sarraceniopus,3
hawley,1999-06-29,4,36,2,volume ml,4.5
hawley,1999-06-29,4,36,2,Wyeomyia,0
hawley,1999-06-29,2,38,1,Fletcherimyia,0
hawley,1999-06-29,2,38,1,Habrotrocha,0
hawley,1999-06-29,2,38,1,headcap,1
hawley,1999-06-29,2,38,1,Metriocnemus,3
hawley,1999-06-29,2,38,1,other,0
hawley,1999-06-29,2,38,1,rotvol ml,0.5
hawley,1999-06-29,2,38,1,Sarraceniopus,0
hawley,1999-06-29,2,38,1,volume ml,7.5
hawley,1999-06-29,2,38,1,Wyeomyia,0
hawley,1999-06-29,4,40,1,Fletcherimyia,0
hawley,1999-06-29,4,40,1,Habrotrocha,2
hawley,1999-06-29,4,40,1,headcap,3
hawley,1999-06-29,4,40,1,Metriocnemus,2
hawley,1999-06-29,4,40,1,other,0
hawley,1999-06-29,4,40,1,rotvol ml,0.5
hawley,1999-06-29,4,40,1,Sarraceniopus,2
hawley,1999-06-29,4,40,1,volume ml,1
hawley,1999-06-29,4,40,1,Wyeomyia,0
hawley,1999-06-29,1,41,1,Fletcherimyia,0
hawley,1999-06-29,1,41,1,Habrotrocha,0
hawley,1999-06-29,1,41,1,headcap,1
hawley,1999-06-29,1,41,1,Metriocnemus,0
hawley,1999-06-29,1,41,1,other,0
hawley,1999-06-29,1,41,1,rotvol ml,0.25
hawley,1999-06-29,1,41,1,Sarraceniopus,1
hawley,1999-06-29,1,41,1,volume ml,1
hawley,1999-06-29,1,41,1,Wyeomyia,0
hawley,1999-06-29,2,42,1,Fletcherimyia,0
hawley,1999-06-29,2,42,1,Habrotrocha,0
hawley,1999-06-29,2,42,1,headcap,0
hawley,1999-06-29,2,42,1,Metriocnemus,0
hawley,1999-06-29,2,42,1,other,0
hawley,1999-06-29,2,42,1,rotvol ml,0.5
hawley,1999-06-29,2,42,1,Sarraceniopus,0
hawley,1999-06-29,2,42,1,volume ml,5
hawley,1999-06-29,2,42,1,Wyeomyia,0
hawley,1999-06-29,1,45,1,Fletcherimyia,1
hawley,1999-06-29,1,45,1,Habrotrocha,0
hawley,1999-06-29,1,45,1,headcap,3
hawley,1999-06-29,1,45,1,Metriocnemus,0
hawley,1999-06-29,1,45,1,other,0
hawley,1999-06-29,1,45,1,rotvol ml,0.5
hawley,1999-06-29,1,45,1,Sarraceniopus,0
hawley,1999-06-29,1,45,1,volume ml,2
hawley,1999-06-29,1,45,1,Wyeomyia,0
hawley,1999-06-29,4,48,1,Fletcherimyia,1
hawley,1999-06-29,4,48,1,Habrotrocha,1
hawley,1999-06-29,4,48,1,headcap,5
hawley,1999-06-29,4,48,1,Metriocnemus,0
hawley,1999-06-29,4,48,1,other,0
hawley,1999-06-29,4,48,1,rotvol ml,0.5
hawley,1999-06-29,4,48,1,Sarraceniopus,0
hawley,1999-06-29,4,48,1,volume ml,5.5
hawley,1999-06-29,4,48,1,Wyeomyia,0
hawley,1999-06-29,4,48,2,volume ml,0
hawley,1999-06-29,1,49,1,Fletcherimyia,0
hawley,1999-06-29,1,49,1,Habrotrocha,0
hawley,1999-06-29,1,49,1,headcap,3
hawley,1999-06-29,1,49,1,Metriocnemus,1
hawley,1999-06-29,1,49,1,other,0
hawley,1999-06-29,1,49,1,rotvol ml,0.25
hawley,1999-06-29,1,49,1,Sarraceniopus,0
hawley,1999-06-29,1,49,1,volume ml,2.5
hawley,1999-06-29,1,49,1,Wyeomyia,0
hawley,1999-06-29,2,50,1,Fletcherimyia,0
hawley,1999-06-29,2,50,1,Habrotrocha,11
hawley,1999-06-29,2,50,1,headcap,0
hawley,1999-06-29,2,50,1,Metriocnemus,1
hawley,1999-06-29,2,50,1,other,0
hawley,1999-06-29,2,50,1,rotvol ml,0.5
hawley,1999-06-29,2,50,1,Sarraceniopus,0
hawley,1999-06-29,2,50,1,volume ml,5
hawley,1999-06-29,2,50,1,Wyeomyia,0
hawley,1999-06-29,4,52,1,Fletcherimyia,1
hawley,1999-06-29,4,52,1,Habrotrocha,1
hawley,1999-06-29,4,52,1,headcap,2
hawley,1999-06-29,4,52,1,Metriocnemus,0
hawley,1999-06-29,4,52,1,other,1
hawley,1999-06-29,4,52,1,rotvol ml,0.5
hawley,1999-06-29,4,52,1,Sarraceniopus,2
hawley,1999-06-29,4,52,1,volume ml,5
hawley,1999-06-29,4,52,1,Wyeomyia,0
hawley,1999-06-29,4,52,2,Fletcherimyia,0
hawley,1999-06-29,4,52,2,Habrotrocha,5
hawley,1999-06-29,4,52,2,headcap,0
hawley,1999-06-29,4,52,2,Metriocnemus,0
hawley,1999-06-29,4,52,2,other,0
hawley,1999-06-29,4,52,2,rotvol ml,0.5
hawley,1999-06-29,4,52,2,Sarraceniopus,0
hawley,1999-06-29,4,52,2,volume ml,5
hawley,1999-06-29,4,52,2,Wyeomyia,0
hawley,1999-06-29,1,53,1,Fletcherimyia,0
hawley,1999-06-29,1,53,1,Habrotrocha,6
hawley,1999-06-29,1,53,1,headcap,0
hawley,1999-06-29,1,53,1,Metriocnemus,1
hawley,1999-06-29,1,53,1,other,0
hawley,1999-06-29,1,53,1,rotvol ml,0.5
hawley,1999-06-29,1,53,1,Sarraceniopus,1
hawley,1999-06-29,1,53,1,volume ml,3
hawley,1999-06-29,1,53,1,Wyeomyia,0
hawley,1999-06-29,2,54,1,Fletcherimyia,0
hawley,1999-06-29,2,54,1,Habrotrocha,3
hawley,1999-06-29,2,54,1,headcap,0
hawley,1999-06-29,2,54,1,Metriocnemus,3
hawley,1999-06-29,2,54,1,other,0
hawley,1999-06-29,2,54,1,rotvol ml,0.25
hawley,1999-06-29,2,54,1,Sarraceniopus,0
hawley,1999-06-29,2,54,1,volume ml,2
hawley,1999-06-29,2,54,1,Wyeomyia,0
hawley,1999-06-29,4,56,1,Fletcherimyia,0
hawley,1999-06-29,4,56,1,Habrotrocha,0
hawley,1999-06-29,4,56,1,headcap,7
hawley,1999-06-29,4,56,1,Metriocnemus,0
hawley,1999-06-29,4,56,1,other,0
hawley,1999-06-29,4,56,1,rotvol ml,0.5
hawley,1999-06-29,4,56,1,Sarraceniopus,0
hawley,1999-06-29,4,56,1,volume ml,5
hawley,1999-06-29,4,56,1,Wyeomyia,0
hawley,1999-06-29,1,57,1,Fletcherimyia,0
hawley,1999-06-29,1,57,1,Habrotrocha,0
hawley,1999-06-29,1,57,1,headcap,0
hawley,1999-06-29,1,57,1,Metriocnemus,0
hawley,1999-06-29,1,57,1,other,0
hawley,1999-06-29,1,57,1,rotvol ml,0.5
hawley,1999-06-29,1,57,1,Sarraceniopus,0
hawley,1999-06-29,1,57,1,volume ml,4
hawley,1999-06-29,1,57,1,Wyeomyia,0
hawley,1999-06-29,2,58,1,Fletcherimyia,0
hawley,1999-06-29,2,58,1,Habrotrocha,47
hawley,1999-06-29,2,58,1,headcap,0
hawley,1999-06-29,2,58,1,Metriocnemus,0
hawley,1999-06-29,2,58,1,other,0
hawley,1999-06-29,2,58,1,rotvol ml,0.5
hawley,1999-06-29,2,58,1,Sarraceniopus,0
hawley,1999-06-29,2,58,1,volume ml,3
hawley,1999-06-29,2,58,1,Wyeomyia,0
hawley,1999-06-29,4,60,1,Fletcherimyia,1
hawley,1999-06-29,4,60,1,Habrotrocha,0
hawley,1999-06-29,4,60,1,headcap,56
hawley,1999-06-29,4,60,1,Metriocnemus,0
hawley,1999-06-29,4,60,1,other,0
hawley,1999-06-29,4,60,1,rotvol ml,0.25
hawley,1999-06-29,4,60,1,Sarraceniopus,0
hawley,1999-06-29,4,60,1,volume ml,3
hawley,1999-06-29,4,60,1,Wyeomyia,0
hawley,1999-06-29,4,60,2,Fletcherimyia,0
hawley,1999-06-29,4,60,2,Habrotrocha,1
hawley,1999-06-29,4,60,2,headcap,3
hawley,1999-06-29,4,60,2,Metriocnemus,0
hawley,1999-06-29,4,60,2,other,0
hawley,1999-06-29,4,60,2,rotvol ml,0.5
hawley,1999-06-29,4,60,2,Sarraceniopus,0
hawley,1999-06-29,4,60,2,volume ml,1
hawley,1999-06-29,4,60,2,Wyeomyia,0
hawley,1999-06-29,1,61,1,Fletcherimyia,0
hawley,1999-06-29,1,61,1,Habrotrocha,47
hawley,1999-06-29,1,61,1,headcap,0
hawley,1999-06-29,1,61,1,Metriocnemus,1
hawley,1999-06-29,1,61,1,other,0
hawley,1999-06-29,1,61,1,rotvol ml,0.5
hawley,1999-06-29,1,61,1,Sarraceniopus,2
hawley,1999-06-29,1,61,1,volume ml,5.5
hawley,1999-06-29,1,61,1,Wyeomyia,2
hawley,1999-06-29,2,62,1,Fletcherimyia,0
hawley,1999-06-29,2,62,1,Habrotrocha,4
hawley,1999-06-29,2,62,1,headcap,0
hawley,1999-06-29,2,62,1,Metriocnemus,0
hawley,1999-06-29,2,62,1,other,0
hawley,1999-06-29,2,62,1,rotvol ml,0.5
hawley,1999-06-29,2,62,1,Sarraceniopus,0
hawley,1999-06-29,2,62,1,volume ml,18
hawley,1999-06-29,2,62,1,Wyeomyia,0
hawley,1999-06-29,4,64,1,Fletcherimyia,0
hawley,1999-06-29,4,64,1,Habrotrocha,4
hawley,1999-06-29,4,64,1,headcap,0
hawley,1999-06-29,4,64,1,Metriocnemus,0
hawley,1999-06-29,4,64,1,other,0
hawley,1999-06-29,4,64,1,rotvol ml,0.5
hawley,1999-06-29,4,64,1,Sarraceniopus,1
hawley,1999-06-29,4,64,1,volume ml,4.5
hawley,1999-06-29,4,64,1,Wyeomyia,0
hawley,1999-06-29,4,64,2,Fletcherimyia,0
hawley,1999-06-29,4,64,2,Habrotrocha,9
hawley,1999-06-29,4,64,2,headcap,0
hawley,1999-06-29,4,64,2,Metriocnemus,0
hawley,1999-06-29,4,64,2,other,0
hawley,1999-06-29,4,64,2,rotvol ml,0.5
hawley,1999-06-29,4,64,2,Sarraceniopus,0
hawley,1999-06-29,4,64,2,volume ml,1.5
hawley,1999-06-29,4,64,2,Wyeomyia,0
